parlamentar_id,ano,emenda_numero,status,modalidade,beneficiario_nome,localidade_beneficiada,objetivo_titulo,valor
ALEPI-37,2026,202630920433,Aprovada,Transferências com finalidade definida,COORDENADORIA  ESTADUAL DE ENFRENTAMENTO ÀS DROGAS E FOMENTO AO LAZER - CENDFOL,MUNICÍPIO DE ALTO LONGÁ - PI E REGIÕES ADJACENTES,"PROMOVER O ACESSO AO LAZER, A INTEGRAÇAO SOCIAL E A DIVERSIDADE CULTURAL NOS TERRITÓRIOS DE DESENVOLVIMENTO DO ESTADO.",300000.0
ALEPI-37,2026,202630920451,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DO TURISMO DO PIAUI - SETUR,TERESINA,"AÇÃO QUE ENVOLVE A EXECUÇÃO DAS SEGUINTES ATIVIDADES:ACOMPANHAMENTO TÉCNICO AOS MUNICÍPIOS, PROMOÇÃO E DIVULGAÇÃO, REALIZAÇÃO DE PESQUISAS, PARTICIPAÇÃO DE FEIRAS E EVENTOS, APOIO À REALIZAÇÃO DE EVENTOS, INVENTARIO DA OFERTA TURÍSTICA, ELABORAÇÃO E EXECUÇÃO DO PLANO DE MARKETING.",300000.0
ALEPI-37,2026,202630920673,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,PEDRO II,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",220000.0
ALEPI-37,2026,202630920751,Aprovada,Transferências com finalidade definida,FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,Estado do Piauí,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,1000000.0
ALEPI-37,2026,202630920765,Cancelada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,SÃO FELIX DO PIAUÍ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,150000.0
ALEPI-37,2026,202630920778,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,SÃO FELIX DO PIAUÍ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,90000.0
ALEPI-37,2026,202630920779,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,SÃO FELIX DO PIAUÍ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,60000.0
ALEPI-37,2026,202630920784,Aprovada,Transferências com finalidade definida,SECRETARIA DA IRRIGAÇÃO E INFRAESTRUTURA HÍDRICA - SEFIR,DIRCEU ARCOVERDE,"FORTALECER E AMPLIAR AS CONDIÇÕES DA POPULAÇÃO NO ENFRENTAMENTO À SECA, MELHORANDO ASSIM A QUALIDADE DE VIDA POR MEIO DO ABASTECIMENTO. ",677262.0
ALEPI-37,2026,202630920791,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,PARNAÍBA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",220000.0
ALEPI-37,2026,202630920844,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,FRANCISCO AYRES,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,100000.0
ALEPI-37,2026,202630920846,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,FRANCISCO AYRES,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,200000.0
ALEPI-37,2026,202630920926,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",20000.0
ALEPI-37,2026,202630920927,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA EDUCAÇÃO -SEDUC,TERESINA,ESTA AÇÃO É DESTINADA À MANUTENÇÃO E MELHORIA DA REDE ESTADUAL DE EDUCAÇÃO.,100000.0
ALEPI-37,2026,202630920980,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,VALENÇA DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",220000.0
ALEPI-37,2026,202630921031,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,PEDRO II,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,210000.0
ALEPI-37,2026,202630921033,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,PEDRO II,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,140000.0
ALEPI-37,2026,202630921038,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-37,2026,202630921078,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,PEDRO II,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,450000.0
ALEPI-37,2026,202630921118,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,CAPITÃO DE CAMPOS,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,100000.0
ALEPI-37,2026,202630921127,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,CASTELO DO PIAUÍ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,50000.0
ALEPI-37,2026,202630921145,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,MIGUEL ALVES,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,100000.0
ALEPI-37,2026,202630921162,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,DOMINGOS MOURÃO,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,300000.0
ALEPI-37,2026,202630921243,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Bom Jesus,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",250000.0
ALEPI-37,2026,202630921244,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Bom Jesus,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",250000.0
ALEPI-278,2026,202630930409,Aprovada,Transferências com finalidade definida,COORDENADORIA  ESTADUAL DE ENFRENTAMENTO ÀS DROGAS E FOMENTO AO LAZER - CENDFOL,Teresina ,"PROMOVER O ACESSO AO LAZER, A INTEGRAÇAO SOCIAL E A DIVERSIDADE CULTURAL NOS TERRITÓRIOS DE DESENVOLVIMENTO DO ESTADO.",140000.0
ALEPI-278,2026,202630930450,Cancelada,Transferências com finalidade definida,INSTITUTO DO DESENVOLVIMENTO DO PIAUI - IDEPI,MUNCÍPIO DE JÚLIO BORGES,"AS OBRAS DE ARTES ESPECIAIS SÃO ESTRUTURAS QUE TÊM A FINALIDADE DE TRANSPOR OBSTÁCULOS, TAIS COMO AVENIDAS, VALES, RIOS, ENTRE OUTROS, PROPORCIONANDO MELHOR SEGURANÇA E CONFORTO NO DESLOCAMENTO DA POPULAÇÃO.",250000.0
ALEPI-278,2026,202630930470,Aprovada,Transferências com finalidade definida,FUNDAÇÃO UNIVERSIDADE ESTADUAL DO PIAUÍ - FUESPI,CAMPUS PICOS,"CONSTRUIR, AMPLIAR, REFORMAR E ESTRUTURAR OS CAMPI DA FUESPI, VISANDO ASSEGURAR A MELHORIA DA ESTRUTURA FÍSICA, DOS EQUIPAMENTOS E MOBILIÁRIOS DAS UNIDADES UNIVERSITÁRIAS.",100000.0
ALEPI-278,2026,202630930483,Aprovada,Transferências com finalidade definida,COORDENADORIA DA JUVENTUDE DO ESTADO DO PIAUÍ - COJUV,PIRACURUCA,PROMOVER A REALIZAÇÃO DE ATIVIDADES DE INCLUSÃO DO JOVEM URBANO E RURAL NAS DIVERSAS POLÍTICAS PÚBLICAS E NAS GARANTIAS DE DIREITO DO ESTATUTO DA JUVENTUDE.,300000.0
ALEPI-278,2026,202630930489,Aprovada,Transferências com finalidade definida,COORDENADORIA ESTADUAL DE DESENVOLVIMENTO DOS TERRITÓRIOS - CDTER,TERESINA,PROMOÇÃO E DESENVOLVIMENTO DAS POTENCIALIDADES DOS TERRITÓRIOS.,50000.0
ALEPI-278,2026,202630930498,Cancelada,Transferências com finalidade definida,INSTITUTO DO DESENVOLVIMENTO DO PIAUI - IDEPI,JÚLIO BORGES,SÃO OBRAS PARA PROPORCIONAR A MELHORIA DA QUALIDADE DE VIDA DA POPULAÇÃO.,250000.0
ALEPI-278,2026,202630930567,Aprovada,Transferências com finalidade definida,INSTITUTO DO DESENVOLVIMENTO DO PIAUI - IDEPI,JÚLIO BORGES,SÃO OBRAS PARA PROPORCIONAR A MELHORIA DA QUALIDADE DE VIDA DA POPULAÇÃO,234153.86
ALEPI-278,2026,202630930568,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA SAÚDE DO PIAUÍ - SESAPI,IPIRANGA,FORTALECER A REDE DE ATENÇAO À SAÚDE.,50000.0
ALEPI-278,2026,202630930597,Cancelada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Lagoa do Sítio,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,250000.0
ALEPI-278,2026,202630930600,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,UNIÃO,"REFERE-SE A UM CONJUNTO DE PROJETOS E INTERVENÇÕES SIGNIFICATIVAS REALIZADAS PARA CRIAR, EXPANDIR, MELHORAR OU RESTAURAR INFRAESTRUTURAS ESTRATÉGICAS EM UMA DETERMINADA ÁREA GEOGRÁFICA. ESSAS OBRAS SÃO ESSENCIAIS PARA IMPULSIONAR O DESENVOLVIMENTO ECONÔMICO, MELHORAR A QUALIDADE DE VIDA DAS PESSOAS E FORTALECER A RESILIÊNCIA DA REGIÃO A DESAFIOS DIVERSOS.",80000.0
ALEPI-278,2026,202630930604,Cancelada,Transferências com finalidade definida,COORDENADORIA DA JUVENTUDE DO ESTADO DO PIAUÍ - COJUV,Francinopolis - PI,PROMOVER A REALIZAÇÃO DE ATIVIDADES DE INCLUSÃO DO JOVEM URBANO E RURAL NAS DIVERSAS POLÍTICAS PÚBLICAS E NAS GARANTIAS DE DIREITO DO ESTATUTO DA JUVENTUDE.,200000.0
ALEPI-278,2026,202630930606,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA DEFESA CIVIL - SEDEC,MASSAPE,"REFERE-SE A UM CONJUNTO DE PROJETOS E INTERVENÇÕES SIGNIFICATIVAS REALIZADAS PARA CRIAR, EXPANDIR, MELHORAR OU RESTAURAR INFRAESTRUTURAS ESTRATÉGICAS EM UMA DETERMINADA ÁREA GEOGRÁFICA. ESSAS OBRAS SÃO ESSENCIAIS PARA IMPULSIONAR O DESENVOLVIMENTO ECONÔMICO, MELHORAR A QUALIDADE DE VIDA DAS PESSOAS E FORTALECER A RESILIÊNCIA DA REGIÃO A DESAFIOS DIVERSOS.",300000.0
ALEPI-278,2026,202630930625,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Itaueira,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,162000.0
ALEPI-278,2026,202630930626,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Itaueira,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,108000.0
ALEPI-278,2026,202630930666,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Lagoa do Sítio,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,120000.0
ALEPI-278,2026,202630930667,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Lagoa do Sítio,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,130000.0
ALEPI-278,2026,202630930670,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,CAMPO MAIOR,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",150000.0
ALEPI-278,2026,202630930671,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,MASSAPÊ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,300000.0
ALEPI-278,2026,202630930695,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,SUSSUAPARA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",250000.0
ALEPI-278,2026,202630930743,Aprovada,Transferências com finalidade definida,FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,Estado do Piauí,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,500000.0
ALEPI-278,2026,202630930774,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-278,2026,202630930777,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,SÃO JOÃO DA CANABRAVA,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,350000.0
ALEPI-278,2026,202630930778,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Massapê,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,200000.0
ALEPI-278,2026,202630930803,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Flores do Piauí,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-278,2026,202630930810,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DO TURISMO DO PIAUI - SETUR,TERESINA,"AÇÃO QUE ENVOLVE A EXECUÇÃO DAS SEGUINTES ATIVIDADES:ACOMPANHAMENTO TÉCNICO AOS MUNICÍPIOS, PROMOÇÃO E DIVULGAÇÃO, REALIZAÇÃO DE PESQUISAS, PARTICIPAÇÃO DE FEIRAS E EVENTOS, APOIO À REALIZAÇÃO DE EVENTOS, INVENTARIO DA OFERTA TURÍSTICA, ELABORAÇÃO E EXECUÇÃO DO PLANO DE MARKETING.",100000.0
ALEPI-278,2026,202630930811,Cancelada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,AVELINO LOPES,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,115000.0
ALEPI-278,2026,202630930829,Cancelada,Transferências com finalidade definida,SECRETARIA DA IRRIGAÇÃO E INFRAESTRUTURA HÍDRICA - SEFIR,Tanque do Piauí,MELHORAR A INFRAESTRUTURA DOS MUNICÍPIOS PIAUIENSES POR MEIO DA CONSTRUÇÃO E/OU MELHORIA DE ESPAÇOS PÚBLICOS E OBRAS DE URBANIZAÇÃO.,100000.0
ALEPI-278,2026,202630930849,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,DOM EXPEDITO LOPES,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,100000.0
ALEPI-278,2026,202630930856,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,PICOS,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",300000.0
ALEPI-278,2026,202630930863,Cancelada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,IPIRANGA,FORTALECER A REDE DE ATENÇAO À SAÚDE.,100000.0
ALEPI-278,2026,202630930864,Aprovada,Transferências com finalidade definida,FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,Estado do Piauí,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,280000.0
ALEPI-278,2026,202630930885,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,DIRCEU ARCOVERDE,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",115220.0
ALEPI-278,2026,202630930907,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,DIRCEU ARCOVERDE,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",115220.0
ALEPI-278,2026,202630930928,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,ARRAIAL,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,200000.0
ALEPI-278,2026,202630930937,Cancelada,Transferências com finalidade definida,COORDENADORIA DA JUVENTUDE DO ESTADO DO PIAUÍ - COJUV,TERESINA,PROMOVER A REALIZAÇÃO DE ATIVIDADES DE INCLUSÃO DO JOVEM URBANO E RURAL NAS DIVERSAS POLÍTICAS PÚBLICAS E NAS GARANTIAS DE DIREITO DO ESTATUTO DA JUVENTUDE.,125000.0
ALEPI-278,2026,202630930956,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",20000.0
ALEPI-278,2026,202630930957,Aprovada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,IPIRANGA,FORTALECER A REDE DE ATENÇAO À SAÚDE.,100000.0
ALEPI-278,2026,202630931006,Cancelada,Transferências com finalidade definida,COORDENADORIA DA JUVENTUDE DO ESTADO DO PIAUÍ - COJUV,FRANCINÓPOLIS,PROMOVER A REALIZAÇÃO DE ATIVIDADES DE INCLUSÃO DO JOVEM URBANO E RURAL NAS DIVERSAS POLÍTICAS PÚBLICAS E NAS GARANTIAS DE DIREITO DO ESTATUTO DA JUVENTUDE.,200000.0
ALEPI-278,2026,202630931021,Aprovada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Curral Novo ,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,350000.0
ALEPI-278,2026,202630931022,Cancelada,Transferências especiais (Município),ENCARGOS GERAIS DO ESTADO,Nazaré do Piauí,REGISTRO DAS EMENDAS PARLAMENTARES PREVISTAS NA EC 58/2021.,80000.0
ALEPI-278,2026,202630931023,Aprovada,Transferências com finalidade definida,INSTITUTO DO DESENVOLVIMENTO DO PIAUI - IDEPI,PAULISTANA,SÃO OBRAS PARA PROPORCIONAR A MELHORIA DA QUALIDADE DE VIDA DA POPULAÇÃO.,472000.0
ALEPI-278,2026,202630931041,Aprovada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,AVELINO LOPES,MANTER O FORNECIMENTO DE MEDICAMENTOS AOS USUÁRIOS DO SUS.,115000.0
ALEPI-278,2026,202630931044,Aprovada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,MIGUEL ALVES,FORTALECER AS AÇÕES DA SESAPI COM FOCO NAS POPULAÇÕES VULNERABILIZADAS.,250000.0
ALEPI-278,2026,202630931051,Aprovada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,ALAGOINHA,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,40000.0
ALEPI-278,2026,202630931052,Aprovada,Fundo a Fundo (Município),FUNDO ESTADUAL DE SAÚDE - FUNSAUDE,ALAGOINHA,MELHORAR A QUALIDADE EM SAÚDE DO ESTADO DO PIAUÍ EM TODAS AS REGIÕES DE SAÚDE.,60000.0
ALEPI-278,2026,202630931057,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,UNIÃO,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",60000.0
ALEPI-278,2026,202630931063,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,SÃO JOSÉ DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",190000.0
ALEPI-278,2026,202630931064,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,SÃO JOSÉ DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",60000.0
ALEPI-278,2026,202630931091,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,São José do Piauí ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",110000.0
ALEPI-278,2026,202630931094,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,Teresina,"IMPLANTAÇÃO, INSTALAÇÃO E MODERNIZAÇÃO DE EQUIPAMENTOS E ESPAÇOS CULTURAIS, E GARANTIA DE SUA OPERAÇÃO E DO ACESSO DO PÚBLICO À PROGRAMAÇÃO, AOS PRODUTOS E AOS BENS CULTURAIS.",125000.0
ALEPI-278,2026,202630931096,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,FRANCINÓPOLIS,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",200000.0
ALEPI-278,2026,202630931097,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,MORRO CABEÇA NO TEMPO,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",250000.0
ALEPI-278,2026,202630931098,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TANQUE DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",100000.0
ALEPI-278,2026,202630931104,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,CRISTINO CASTRO,"IMPLANTAÇÃO, INSTALAÇÃO E MODERNIZAÇÃO DE EQUIPAMENTOS E ESPAÇOS CULTURAIS, E GARANTIA DE SUA OPERAÇÃO E DO ACESSO DO PÚBLICO À PROGRAMAÇÃO, AOS PRODUTOS E AOS BENS CULTURAIS.",100000.0
ALEPI-278,2026,202630931105,Aprovada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,TERESINA,"IMPLANTAÇÃO, INSTALAÇÃO E MODERNIZAÇÃO DE EQUIPAMENTOS E ESPAÇOS CULTURAIS, E GARANTIA DE SUA OPERAÇÃO E DO ACESSO DO PÚBLICO À PROGRAMAÇÃO, AOS PRODUTOS E AOS BENS CULTURAIS.",25000.0
ALEPI-278,2026,202630931107,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,OEIRAS,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",70000.0
ALEPI-278,2026,202630931108,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,BELÉM DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",130000.0
ALEPI-278,2026,202630931109,Cancelada,Transferências com finalidade definida,SECRETARIA DE ESTADO DA CULTURA DO PIAUÍ - SECULT,BELÉM DO PIAUÍ,"INCENTIVAR A PRODUÇÃO E DIFUSÃO DE BENS, SERVIÇOS E CONTEÚDOS CULTURAIS, BEM COMO A REALIZAÇÃO DAS ATIVIDADES DO CALENDÁRIO CULTURAL DO ESTADO.",50000.0
